2,3,3,1,2,1,1,3,3,2,,Mode,taskset_1,taskset_2,taskset_3,taskset_4,taskset_5,taskset_6,taskset_7,taskset_8,taskset_9,taskset_10
1,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,2,3,3,2,3,1,2,3,3,,,,,,,,,,,,
1,3,3,1,2,3,2,3,3,3,,,,,,,,,,,,
2,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,3,1,2,2,2,3,3,,,,,,,,,,,,
1,2,3,2,1,3,2,3,3,3,,,,,,,,,,,,
1,2,3,1,3,2,3,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,2,1,2,3,,,,,,,,,,,,
2,3,3,1,1,3,1,3,3,3,,,,,,,,,,,,
1,1,3,2,3,3,3,3,3,2,,,,,,,,,,,,
3,3,3,2,3,1,3,3,2,3,,,,,,,,,,,,
1,3,3,1,3,3,1,2,3,3,,,,,,,,,,,,
2,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,1,3,3,,,,,,,,,,,,
1,2,3,2,2,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,1,3,3,3,1,3,,,,,,,,,,,,
3,3,3,3,3,3,2,3,3,3,,,,,,,,,,,,
1,3,3,1,3,2,3,3,3,3,,,,,,,,,,,,
2,1,3,2,1,3,2,2,3,3,,,,,,,,,,,,
3,3,3,1,3,2,3,2,3,3,,,,,,,,,,,,
1,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,2,2,1,1,2,3,,,,,,,,,,,,
3,3,3,1,3,3,2,3,3,3,,,,,,,,,,,,
1,2,3,1,3,2,3,3,3,3,,,,,,,,,,,,
2,2,3,3,3,3,2,3,3,3,,,,,,,,,,,,
3,3,3,1,2,3,2,3,3,2,,,,,,,,,,,,
1,1,3,1,1,3,1,3,3,3,,,,,,,,,,,,
1,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,1,2,1,2,3,3,,,,,,,,,,,,
1,1,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,2,3,3,3,3,,,,,,,,,,,,
3,2,2,2,3,3,1,3,3,3,,,,,,,,,,,,
1,1,3,2,1,2,3,3,2,3,,,,,,,,,,,,
2,3,3,1,3,3,3,2,3,3,,,,,,,,,,,,
3,3,3,3,3,3,1,2,3,3,,,,,,,,,,,,
1,1,3,1,3,3,3,3,2,3,,,,,,,,,,,,
2,3,3,1,3,3,3,2,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,2,3,3,1,2,3,,,,,,,,,,,,
1,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,2,3,2,2,2,1,1,3,3,,,,,,,,,,,,
1,3,3,1,3,2,3,3,3,3,,,,,,,,,,,,
1,3,3,3,2,3,2,3,3,2,,,,,,,,,,,,
3,1,3,1,3,3,3,3,2,3,,,,,,,,,,,,
1,3,3,2,1,3,3,3,3,3,,,,,,,,,,,,
1,2,3,2,3,2,2,1,3,3,,,,,,,,,,,,
3,3,3,2,2,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,1,3,3,3,,,,,,,,,,,,
3,2,3,1,1,2,1,3,3,2,,,,,,,,,,,,
1,1,3,3,2,2,3,3,2,3,,,,,,,,,,,,
2,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,3,3,3,1,3,3,3,,,,,,,,,,,,
3,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,1,1,1,1,2,1,3,3,3,,,,,,,,,,,,
1,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,2,3,2,3,3,,,,,,,,,,,,
3,2,3,2,2,3,3,2,3,2,,,,,,,,,,,,
3,3,3,2,3,2,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
2,3,3,2,1,2,3,3,3,3,,,,,,,,,,,,
1,3,3,2,3,3,2,3,3,3,,,,,,,,,,,,
3,3,3,2,3,2,2,2,3,3,,,,,,,,,,,,
2,1,3,1,3,3,2,3,3,3,,,,,,,,,,,,
2,2,3,1,2,3,2,3,3,3,,,,,,,,,,,,
1,2,3,1,3,3,2,2,3,3,,,,,,,,,,,,
3,1,3,3,2,2,3,2,3,3,,,,,,,,,,,,
2,3,3,1,1,3,1,1,3,3,,,,,,,,,,,,
1,3,3,3,1,3,1,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,3,1,3,,,,,,,,,,,,
3,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,2,3,2,1,2,1,3,2,3,,,,,,,,,,,,
3,2,3,1,3,3,3,1,3,3,,,,,,,,,,,,
2,3,3,1,3,1,3,3,3,2,,,,,,,,,,,,
1,3,3,3,3,3,1,3,3,3,,,,,,,,,,,,
3,1,3,1,3,3,3,3,3,3,,,,,,,,,,,,
2,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,2,3,3,3,3,3,,,,,,,,,,,,
1,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,3,3,2,3,3,3,,,,,,,,,,,,
1,2,3,2,1,2,3,2,3,3,,,,,,,,,,,,
3,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,2,1,3,2,2,2,3,,,,,,,,,,,,
1,1,3,2,3,3,3,2,3,3,,,,,,,,,,,,
2,3,3,1,3,2,3,3,3,3,,,,,,,,,,,,
1,2,3,2,3,2,2,2,2,3,,,,,,,,,,,,
2,1,3,2,3,3,2,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,2,3,3,3,,,,,,,,,,,,
1,3,3,1,2,2,1,2,1,3,,,,,,,,,,,,
2,3,3,3,2,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,2,3,3,3,3,2,,,,,,,,,,,,
1,3,3,3,3,3,1,1,3,3,,,,,,,,,,,,
1,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,2,2,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,1,3,1,3,3,3,,,,,,,,,,,,
2,1,3,2,2,1,3,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,3,1,3,3,,,,,,,,,,,,
1,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,3,1,3,3,3,3,3,,,,,,,,,,,,
3,2,3,2,3,2,3,3,1,3,,,,,,,,,,,,
3,2,3,1,3,3,1,3,3,3,,,,,,,,,,,,
1,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,2,3,3,2,3,3,,,,,,,,,,,,
1,2,3,1,3,3,1,3,3,3,,,,,,,,,,,,
1,2,3,2,3,3,3,1,3,3,,,,,,,,,,,,
3,3,3,2,2,2,1,3,2,2,,,,,,,,,,,,
2,1,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
2,3,3,1,1,2,1,3,3,3,,,,,,,,,,,,
1,1,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,2,3,3,,,,,,,,,,,,
3,1,3,1,3,3,3,3,3,3,,,,,,,,,,,,
2,3,3,3,2,2,2,2,3,3,,,,,,,,,,,,
1,3,3,1,1,2,3,3,3,3,,,,,,,,,,,,
3,1,3,2,3,3,2,3,3,3,,,,,,,,,,,,
1,3,3,2,2,2,2,2,3,3,,,,,,,,,,,,
2,3,3,1,1,3,3,3,3,3,,,,,,,,,,,,
3,2,3,2,3,3,3,2,3,3,,,,,,,,,,,,
1,3,3,1,1,3,2,3,3,3,,,,,,,,,,,,
1,3,3,3,3,2,3,3,1,3,,,,,,,,,,,,
3,3,3,2,3,3,1,3,3,3,,,,,,,,,,,,
1,2,3,1,3,3,2,2,3,2,,,,,,,,,,,,
2,2,3,1,2,3,2,3,2,3,,,,,,,,,,,,
3,3,3,3,3,2,3,1,3,3,,,,,,,,,,,,
1,3,3,1,3,3,2,3,3,3,,,,,,,,,,,,
1,2,3,2,3,2,2,3,3,3,,,,,,,,,,,,
3,1,3,1,1,3,1,3,3,3,,,,,,,,,,,,
1,3,3,1,1,2,3,3,3,3,,,,,,,,,,,,
2,3,3,3,2,3,3,1,3,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,1,3,2,1,3,2,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
2,1,3,2,3,3,1,3,2,3,,,,,,,,,,,,
2,3,3,1,2,3,3,3,3,3,,,,,,,,,,,,
1,2,3,2,3,1,2,3,3,3,,,,,,,,,,,,
3,2,3,2,3,3,3,2,2,3,,,,,,,,,,,,
1,3,3,1,3,3,3,1,3,3,,,,,,,,,,,,
3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,1,3,1,3,1,2,,,,,,,,,,,,
1,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
2,1,3,3,3,2,2,2,3,3,,,,,,,,,,,,
3,3,3,2,3,3,2,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,1,3,2,3,2,3,,,,,,,,,,,,
1,3,3,2,3,2,2,2,3,3,,,,,,,,,,,,
2,1,3,1,1,3,1,3,3,3,,,,,,,,,,,,
3,3,3,2,3,2,3,2,3,2,,,,,,,,,,,,
1,1,3,2,1,3,3,1,3,3,,,,,,,,,,,,
1,3,3,1,3,2,3,3,3,3,,,,,,,,,,,,
3,2,3,1,3,3,2,3,3,3,,,,,,,,,,,,
1,3,3,3,3,2,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,2,3,3,3,,,,,,,,,,,,
2,3,3,3,2,3,3,3,3,2,,,,,,,,,,,,
1,3,3,2,3,3,2,1,3,3,,,,,,,,,,,,
3,3,3,1,1,3,1,3,1,3,,,,,,,,,,,,
3,3,3,2,3,2,3,3,3,3,,,,,,,,,,,,
1,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
2,1,3,2,1,2,1,3,3,3,,,,,,,,,,,,
1,2,3,1,3,3,3,2,3,3,,,,,,,,,,,,
2,2,3,2,3,3,2,3,3,3,,,,,,,,,,,,
3,1,3,1,2,3,3,3,2,3,,,,,,,,,,,,
2,3,3,3,3,1,2,2,3,3,,,,,,,,,,,,
1,1,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,2,3,1,2,3,3,,,,,,,,,,,,
3,2,3,1,3,3,2,3,3,3,,,,,,,,,,,,
1,1,3,3,1,2,3,3,1,3,,,,,,,,,,,,
3,3,3,3,3,3,2,2,3,3,,,,,,,,,,,,
1,2,3,1,1,3,1,1,3,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,1,2,,,,,,,,,,,,
3,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,1,2,3,3,1,3,,,,,,,,,,,,
1,3,3,3,3,2,2,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,2,3,1,3,2,3,3,3,3,,,,,,,,,,,,
3,3,3,3,3,3,1,2,3,3,,,,,,,,,,,,
2,1,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,2,3,1,3,3,1,1,3,3,,,,,,,,,,,,
3,3,3,1,1,2,3,3,3,3,,,,,,,,,,,,
1,3,3,3,3,3,1,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,2,2,2,2,3,3,3,,,,,,,,,,,,
1,2,3,2,3,3,3,3,1,3,,,,,,,,,,,,
1,3,3,1,2,2,2,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,2,1,3,3,,,,,,,,,,,,
3,1,3,1,2,3,3,3,3,2,,,,,,,,,,,,
1,3,3,1,3,3,1,3,3,3,,,,,,,,,,,,
2,3,3,3,1,3,1,2,2,3,,,,,,,,,,,,
2,1,3,1,2,3,3,1,2,3,,,,,,,,,,,,
1,3,3,3,3,1,3,3,3,3,,,,,,,,,,,,
3,2,3,2,2,3,1,3,1,3,,,,,,,,,,,,
1,1,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,1,3,3,3,3,3,,,,,,,,,,,,
3,1,3,1,1,3,2,3,2,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,2,3,3,3,,,,,,,,,,,,
2,1,3,3,3,2,3,3,3,3,,,,,,,,,,,,
1,3,3,1,1,3,2,3,3,3,,,,,,,,,,,,
1,2,3,1,3,3,3,2,3,3,,,,,,,,,,,,
3,3,3,3,1,3,1,1,1,3,,,,,,,,,,,,
1,3,3,1,3,2,3,3,3,2,,,,,,,,,,,,
2,3,3,2,3,3,2,3,3,3,,,,,,,,,,,,
3,3,3,1,3,2,3,3,3,3,,,,,,,,,,,,
1,3,3,3,3,3,2,3,3,3,,,,,,,,,,,,
1,3,3,1,3,2,2,2,3,3,,,,,,,,,,,,
3,1,3,2,2,3,3,3,2,3,,,,,,,,,,,,
2,3,3,1,3,3,2,3,3,3,,,,,,,,,,,,
1,2,3,3,1,3,1,2,3,3,,,,,,,,,,,,
3,1,3,1,3,3,3,1,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,3,1,3,1,3,3,3,,,,,,,,,,,,
3,2,3,1,3,2,3,1,3,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,2,3,2,3,2,1,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,1,3,,,,,,,,,,,,
3,1,3,2,2,3,3,3,3,2,,,,,,,,,,,,
3,3,3,1,3,1,3,3,3,3,,,,,,,,,,,,
1,3,3,2,3,3,2,1,1,3,,,,,,,,,,,,
2,1,3,2,1,3,3,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,2,3,3,3,,,,,,,,,,,,
1,3,3,1,1,3,2,3,1,3,,,,,,,,,,,,
1,2,3,1,3,2,3,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,2,3,2,3,3,1,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,1,3,3,,,,,,,,,,,,
3,3,3,2,1,2,3,3,3,3,,,,,,,,,,,,
1,1,3,2,3,3,1,3,3,3,,,,,,,,,,,,
2,2,3,1,3,2,3,3,3,3,,,,,,,,,,,,
3,3,3,3,3,3,2,3,3,3,,,,,,,,,,,,
1,2,3,1,3,2,1,2,3,3,,,,,,,,,,,,
2,2,3,2,3,3,2,1,3,3,,,,,,,,,,,,
3,2,3,1,1,3,3,3,3,3,,,,,,,,,,,,
1,3,3,3,3,3,1,3,3,2,,,,,,,,,,,,
1,2,3,1,1,3,3,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,1,3,3,1,3,3,3,1,3,,,,,,,,,,,,
3,3,3,1,3,2,3,2,3,3,,,,,,,,,,,,
1,1,3,1,3,3,2,3,3,3,,,,,,,,,,,,
2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,3,2,2,3,3,3,,,,,,,,,,,,
1,1,3,2,1,3,2,2,3,3,,,,,,,,,,,,
2,3,3,1,3,2,3,3,2,3,,,,,,,,,,,,
3,3,3,2,2,3,2,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,2,2,3,2,,,,,,,,,,,,
1,3,3,2,3,2,3,3,3,3,,,,,,,,,,,,
3,1,3,2,1,3,1,3,3,3,,,,,,,,,,,,
1,3,3,2,3,2,3,3,3,2,,,,,,,,,,,,
2,3,3,1,1,3,3,1,1,2,,,,,,,,,,,,
3,2,3,2,3,2,1,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,2,3,3,3,3,,,,,,,,,,,,
1,1,3,3,2,3,1,2,3,3,,,,,,,,,,,,
2,3,3,2,3,2,3,3,3,3,,,,,,,,,,,,
3,3,3,2,1,3,2,2,3,3,,,,,,,,,,,,
1,2,3,1,3,2,3,2,3,3,,,,,,,,,,,,
2,2,3,2,1,3,3,3,3,2,,,,,,,,,,,,
3,3,3,1,3,3,2,3,3,3,,,,,,,,,,,,
2,1,3,2,3,3,3,2,3,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
2,2,3,1,2,3,1,2,3,3,,,,,,,,,,,,
2,2,3,2,3,3,2,2,1,3,,,,,,,,,,,,
1,3,3,2,3,2,3,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,2,1,3,2,,,,,,,,,,,,
3,1,3,1,2,3,2,3,1,3,,,,,,,,,,,,
1,3,3,2,1,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,1,1,1,3,3,3,,,,,,,,,,,,
1,1,3,1,3,3,3,3,1,3,,,,,,,,,,,,
3,3,3,2,3,3,2,1,3,3,,,,,,,,,,,,
2,1,3,3,3,3,1,3,3,3,,,,,,,,,,,,
2,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,2,3,3,3,3,3,,,,,,,,,,,,
3,2,3,1,3,3,1,3,3,3,,,,,,,,,,,,
1,3,3,3,3,2,3,3,3,3,,,,,,,,,,,,
1,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
2,3,3,1,1,3,2,3,3,3,,,,,,,,,,,,
1,1,3,2,3,2,3,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,3,2,3,3,,,,,,,,,,,,
1,3,3,2,2,2,2,3,3,3,,,,,,,,,,,,
1,2,3,2,3,3,2,1,2,2,,,,,,,,,,,,
3,3,3,1,3,2,3,3,3,3,,,,,,,,,,,,
2,1,3,2,1,3,2,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,1,3,2,3,,,,,,,,,,,,
2,2,3,3,1,3,2,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,3,2,3,3,,,,,,,,,,,,
1,3,3,1,1,2,1,3,3,3,,,,,,,,,,,,
3,2,3,3,3,3,3,2,3,3,,,,,,,,,,,,
1,3,3,1,2,2,3,3,2,3,,,,,,,,,,,,
1,2,3,2,3,3,1,3,3,3,,,,,,,,,,,,
2,2,3,1,3,3,3,2,3,3,,,,,,,,,,,,
1,3,1,3,3,3,3,3,3,3,,,,,,,,,,,,
2,2,3,2,3,2,1,2,1,3,,,,,,,,,,,,
3,2,3,1,1,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,1,3,2,3,3,,,,,,,,,,,,
1,1,3,3,3,3,3,3,3,2,,,,,,,,,,,,
3,3,3,1,1,3,3,2,3,2,,,,,,,,,,,,
1,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,1,3,1,3,3,3,2,3,3,,,,,,,,,,,,
3,3,3,3,2,3,1,3,3,3,,,,,,,,,,,,
2,1,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,2,3,1,2,3,3,,,,,,,,,,,,
1,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,
2,3,3,1,1,2,2,2,3,3,,,,,,,,,,,,
3,3,3,3,3,2,3,3,3,3,,,,,,,,,,,,
1,3,3,1,1,3,3,1,1,3,,,,,,,,,,,,
1,3,3,2,3,2,1,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,3,2,2,3,,,,,,,,,,,,
1,1,3,1,3,3,3,1,3,3,,,,,,,,,,,,
2,2,3,2,1,3,2,3,3,3,,,,,,,,,,,,
3,3,3,3,3,3,3,3,1,2,,,,,,,,,,,,
1,3,3,1,3,2,2,3,3,3,,,,,,,,,,,,
2,1,3,2,3,3,2,3,3,3,,,,,,,,,,,,
3,3,3,1,3,2,2,3,2,3,,,,,,,,,,,,
1,3,3,2,2,3,3,3,3,3,,,,,,,,,,,,
1,2,3,1,2,2,1,3,3,3,,,,,,,,,,,,
3,3,3,2,1,3,3,3,1,3,,,,,,,,,,,,
1,2,3,2,3,2,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,1,2,3,3,,,,,,,,,,,,
3,3,3,2,3,2,2,3,3,3,,,,,,,,,,,,
1,1,3,1,3,3,1,3,3,3,,,,,,,,,,,,
3,3,3,2,1,3,3,2,3,3,,,,,,,,,,,,
3,1,3,1,3,3,2,3,3,3,,,,,,,,,,,,
1,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,2,2,3,1,3,3,,,,,,,,,,,,
3,1,3,1,1,3,1,1,3,3,,,,,,,,,,,,
1,3,3,1,2,2,3,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,2,,,,,,,,,,,,
3,1,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,3,3,2,3,2,3,,,,,,,,,,,,
1,1,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,1,3,1,3,3,3,,,,,,,,,,,,
1,3,3,3,3,1,3,1,3,3,,,,,,,,,,,,
1,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
2,3,3,3,2,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,1,3,2,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
3,1,3,1,1,2,3,3,1,3,,,,,,,,,,,,
1,3,3,2,3,3,1,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,2,3,3,3,,,,,,,,,,,,
3,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,3,3,3,2,2,1,3,,,,,,,,,,,,
2,2,3,2,3,3,2,3,3,2,,,,,,,,,,,,
2,1,3,3,2,1,3,3,2,2,,,,,,,,,,,,
1,3,3,1,3,3,2,1,3,3,,,,,,,,,,,,
3,2,3,1,1,3,1,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,1,3,3,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,1,3,1,1,3,2,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,2,3,1,3,2,3,2,3,3,,,,,,,,,,,,
2,1,3,3,3,3,1,2,3,3,,,,,,,,,,,,
2,3,3,1,3,2,3,2,2,3,,,,,,,,,,,,
1,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,2,2,3,3,2,2,,,,,,,,,,,,
3,3,3,3,3,3,2,3,3,3,,,,,,,,,,,,
1,2,3,2,3,2,3,2,3,3,,,,,,,,,,,,
3,3,3,2,1,3,1,1,2,3,,,,,,,,,,,,
2,3,3,1,3,2,3,3,3,2,,,,,,,,,,,,
1,2,3,2,1,3,2,3,1,3,,,,,,,,,,,,
3,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
2,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,2,2,3,2,3,2,3,3,3,,,,,,,,,,,,
1,3,3,1,3,2,3,3,3,3,,,,,,,,,,,,
3,3,3,3,2,3,3,3,3,3,,,,,,,,,,,,
1,1,3,1,2,2,1,1,1,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
2,3,3,1,3,2,1,3,3,3,,,,,,,,,,,,
1,1,3,1,3,3,1,3,3,3,,,,,,,,,,,,
1,3,3,1,1,3,3,2,3,3,,,,,,,,,,,,
2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,
2,2,3,3,3,2,1,3,2,3,,,,,,,,,,,,
2,3,3,1,2,3,3,3,3,3,,,,,,,,,,,,
1,2,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,1,3,1,2,2,3,1,3,3,,,,,,,,,,,,
3,3,3,3,1,3,3,3,3,2,,,,,,,,,,,,
2,2,3,1,3,2,3,3,3,3,,,,,,,,,,,,
1,3,3,2,2,3,3,2,3,3,,,,,,,,,,,,
3,3,3,1,3,3,2,1,3,3,,,,,,,,,,,,
2,1,3,2,2,3,2,3,2,3,,,,,,,,,,,,
1,3,3,2,3,2,3,3,3,3,,,,,,,,,,,,
3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,
2,1,3,1,2,2,1,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,2,1,1,1,3,1,2,1,3,,,,,,,,,,,,
1,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,1,3,1,3,,,,,,,,,,,,
1,3,3,3,2,3,1,2,3,3,,,,,,,,,,,,
1,2,3,1,2,2,3,3,3,3,,,,,,,,,,,,
3,1,3,2,2,3,3,1,3,2,,,,,,,,,,,,
2,2,3,1,3,3,1,3,1,3,,,,,,,,,,,,
1,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,
3,2,3,1,1,1,3,3,2,3,,,,,,,,,,,,
1,2,3,1,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,2,1,3,3,2,3,3,,,,,,,,,,,,
3,3,3,1,3,3,2,3,3,3,,,,,,,,,,,,
1,2,3,2,3,3,3,1,3,3,,,,,,,,,,,,
2,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
3,1,3,2,2,3,1,3,3,3,,,,,,,,,,,,
1,3,3,1,2,2,3,3,3,3,,,,,,,,,,,,
2,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
3,1,3,1,3,2,1,2,3,3,,,,,,,,,,,,
1,3,3,2,1,3,3,3,3,3,,,,,,,,,,,,
1,2,3,1,3,3,3,3,2,3,,,,,,,,,,,,
3,1,3,2,1,3,1,2,3,3,,,,,,,,,,,,
1,3,3,1,3,2,3,1,3,2,,,,,,,,,,,,
2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,1,3,3,3,,,,,,,,,,,,
1,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,1,3,2,2,1,3,3,3,3,,,,,,,,,,,,
3,3,3,1,3,3,1,3,3,3,,,,,,,,,,,,
1,3,3,2,2,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,1,3,3,,,,,,,,,,,,
3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,
3,2,3,1,1,3,3,3,1,3,,,,,,,,,,,,
1,1,3,2,3,3,3,3,3,3,,,,,,,,,,,,
3,3,3,3,3,2,3,3,3,3,,,,,,,,,,,,
1,3,3,1,2,3,2,3,3,3,,,,,,,,,,,,
1,3,3,1,2,2,3,2,3,3,,,,,,,,,,,,
3,1,3,2,3,3,1,3,3,3,,,,,,,,,,,,
1,3,3,2,1,1,3,1,1,3,,,,,,,,,,,,
2,2,3,1,3,3,1,3,3,3,,,,,,,,,,,,
3,3,3,1,2,3,3,3,3,2,,,,,,,,,,,,
1,2,3,3,3,3,3,3,3,3,,,,,,,,,,,,
2,1,3,1,1,3,1,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,,
1,3,3,1,3,3,3,2,3,3,,,,,,,,,,,,
1,1,3,2,2,1,1,3,3,3,,,,,,,,,,,,
3,3,3,2,3,3,3,3,2,3,,,,,,,,,,,,
1,2,3,1,3,3,3,1,3,3,,,,,,,,,,,,
